batch,source_id,title,catalog_url,priority,commercial_use,yolo_readiness,sam3_readiness,intake_status,required_review
backlog,huggingface:jrahn/yolochess_lichess-elite_2209,jrahn/yolochess_lichess-elite_2209,https://huggingface.co/datasets/jrahn/yolochess_lichess-elite_2209,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:jrahn/yolochess_lichess-elite_2210,jrahn/yolochess_lichess-elite_2210,https://huggingface.co/datasets/jrahn/yolochess_lichess-elite_2210,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:jrahn/yolochess_lichess-elite_2211,jrahn/yolochess_lichess-elite_2211,https://huggingface.co/datasets/jrahn/yolochess_lichess-elite_2211,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:karansapra/semantic-segmentation,karansapra/semantic-segmentation,https://huggingface.co/datasets/karansapra/semantic-segmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:kasurashan/RGBD-Instance-Segmentation,kasurashan/RGBD-Instance-Segmentation,https://huggingface.co/datasets/kasurashan/RGBD-Instance-Segmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Katteryna/automotive-tools-instance-segmentation-demo,Katteryna/automotive-tools-instance-segmentation-demo,https://huggingface.co/datasets/Katteryna/automotive-tools-instance-segmentation-demo,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Katteryna/Automotive_Hand_Tools_Instance_Segmentation,Katteryna/Automotive_Hand_Tools_Instance_Segmentation,https://huggingface.co/datasets/Katteryna/Automotive_Hand_Tools_Instance_Segmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:KIT-MRT/KITScenes-Multimodal-Sample,KIT-MRT/KITScenes-Multimodal-Sample,https://huggingface.co/datasets/KIT-MRT/KITScenes-Multimodal-Sample,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:kumapo/coco_dataset_script,kumapo/coco_dataset_script,https://huggingface.co/datasets/kumapo/coco_dataset_script,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:laion/relaion-coco,laion/relaion-coco,https://huggingface.co/datasets/laion/relaion-coco,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:llama-farm/military-labeled-yolo,llama-farm/military-labeled-yolo,https://huggingface.co/datasets/llama-farm/military-labeled-yolo,P3,unknown,native_yolo,box_prompt_convertible,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:lllbbb123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,lllbbb123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,https://huggingface.co/datasets/lllbbb123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:lmr-123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,lmr-123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,https://huggingface.co/datasets/lmr-123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:LRGB/coco_superpixels_edge_wt_coord_feat_10,LRGB/coco_superpixels_edge_wt_coord_feat_10,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_coord_feat_10,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:LRGB/coco_superpixels_edge_wt_only_coord_10,LRGB/coco_superpixels_edge_wt_only_coord_10,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_only_coord_10,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:LRGB/coco_superpixels_edge_wt_only_coord_30,LRGB/coco_superpixels_edge_wt_only_coord_30,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_only_coord_30,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:LRGB/coco_superpixels_edge_wt_only_feat_30,LRGB/coco_superpixels_edge_wt_only_feat_30,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_only_feat_30,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:LRGB/coco_superpixels_edge_wt_region_boundary_10,LRGB/coco_superpixels_edge_wt_region_boundary_10,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_region_boundary_10,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:LRGB/coco_superpixels_edge_wt_region_boundary_30,LRGB/coco_superpixels_edge_wt_region_boundary_30,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_region_boundary_30,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Luka-Wang/COCO,Luka-Wang/COCO,https://huggingface.co/datasets/Luka-Wang/COCO,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:mehmetkeremturkcan/SAM3-Joint-Surgical-Dataset,mehmetkeremturkcan/SAM3-Joint-Surgical-Dataset,https://huggingface.co/datasets/mehmetkeremturkcan/SAM3-Joint-Surgical-Dataset,P3,unknown,coco_convertible,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:merve/coco,merve/coco,https://huggingface.co/datasets/merve/coco,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Mindgard/evaded-prompt-injection-and-jailbreak-samples,Mindgard/evaded-prompt-injection-and-jailbreak-samples,https://huggingface.co/datasets/Mindgard/evaded-prompt-injection-and-jailbreak-samples,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:moritzef/mapillary_vistas_semantic_edges_and_segmentation,moritzef/mapillary_vistas_semantic_edges_and_segmentation,https://huggingface.co/datasets/moritzef/mapillary_vistas_semantic_edges_and_segmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:moritzef/mapillary_vistas_semantic_edges_and_segmentation_test,moritzef/mapillary_vistas_semantic_edges_and_segmentation_test,https://huggingface.co/datasets/moritzef/mapillary_vistas_semantic_edges_and_segmentation_test,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:moritzef/semantic_edges_and_segmentation_placepulse,moritzef/semantic_edges_and_segmentation_placepulse,https://huggingface.co/datasets/moritzef/semantic_edges_and_segmentation_placepulse,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:moritzef/semantic_edges_and_segmentation_placepulse_test,moritzef/semantic_edges_and_segmentation_placepulse_test,https://huggingface.co/datasets/moritzef/semantic_edges_and_segmentation_placepulse_test,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:MortenTabaka/LandCover-Aerial-Imagery-for-semantic-segmentation,MortenTabaka/LandCover-Aerial-Imagery-for-semantic-segmentation,https://huggingface.co/datasets/MortenTabaka/LandCover-Aerial-Imagery-for-semantic-segmentation,P3,unknown,review_required,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:MouthCare/intraoral-sample,MouthCare/intraoral-sample,https://huggingface.co/datasets/MouthCare/intraoral-sample,P3,unknown,coco_convertible,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:mukilanvk/YOLO,mukilanvk/YOLO,https://huggingface.co/datasets/mukilanvk/YOLO,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:mukilanvk/yolo1,mukilanvk/yolo1,https://huggingface.co/datasets/mukilanvk/yolo1,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:mzellou/yolo-windmill-fr,mzellou/yolo-windmill-fr,https://huggingface.co/datasets/mzellou/yolo-windmill-fr,P3,unknown,conversion_required,box_prompt_convertible,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:natealberti/ChestX-Det-semantic-segmentation,natealberti/ChestX-Det-semantic-segmentation,https://huggingface.co/datasets/natealberti/ChestX-Det-semantic-segmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:nazmi/yolov8-combined,nazmi/yolov8-combined,https://huggingface.co/datasets/nazmi/yolov8-combined,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:nekofura/yolo_project,nekofura/yolo_project,https://huggingface.co/datasets/nekofura/yolo_project,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:nielsr/coco-panoptic-categories,nielsr/coco-panoptic-categories,https://huggingface.co/datasets/nielsr/coco-panoptic-categories,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:nielsr/coco-panoptic-val2017,nielsr/coco-panoptic-val2017,https://huggingface.co/datasets/nielsr/coco-panoptic-val2017,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:nielsr/ship-detection-sliced-yolo-format-train-only,nielsr/ship-detection-sliced-yolo-format-train-only,https://huggingface.co/datasets/nielsr/ship-detection-sliced-yolo-format-train-only,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:nielsr/ship-detection-yolov5-format,nielsr/ship-detection-yolov5-format,https://huggingface.co/datasets/nielsr/ship-detection-yolov5-format,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:nielsr/yolov5-predictions,nielsr/yolov5-predictions,https://huggingface.co/datasets/nielsr/yolov5-predictions,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:nvidia/Nemotron-Pretraining-Dataset-sample,nvidia/Nemotron-Pretraining-Dataset-sample,https://huggingface.co/datasets/nvidia/Nemotron-Pretraining-Dataset-sample,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Peter0716/Prototype_Coreset-Simple_Coreset_Selection_for_Instance_Segmentation_Before_Annotation,Peter0716/Prototype_Coreset-Simple_Coreset_Selection_for_Instance_Segmentation_Before_Annotation,https://huggingface.co/datasets/Peter0716/Prototype_Coreset-Simple_Coreset_Selection_for_Instance_Segmentation_Before_Annotation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Project-AgML/cabbage_instance_segmentation,Project-AgML/cabbage_instance_segmentation,https://huggingface.co/datasets/Project-AgML/cabbage_instance_segmentation,P3,unknown,review_required,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:public-data/sample-images-TADNE,public-data/sample-images-TADNE,https://huggingface.co/datasets/public-data/sample-images-TADNE,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Qamro/the-Pokemon-Trading-Card-Game-Battle-Challenge-DataSet-Sample,Qamro/the-Pokemon-Trading-Card-Game-Battle-Challenge-DataSet-Sample,https://huggingface.co/datasets/Qamro/the-Pokemon-Trading-Card-Game-Battle-Challenge-DataSet-Sample,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:research-centre-rez/synth-rod-instance-segmentation,research-centre-rez/synth-rod-instance-segmentation,https://huggingface.co/datasets/research-centre-rez/synth-rod-instance-segmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:richfrain/semanticSegmentation,richfrain/semanticSegmentation,https://huggingface.co/datasets/richfrain/semanticSegmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:richfrain/semanticSegmentationv2,richfrain/semanticSegmentationv2,https://huggingface.co/datasets/richfrain/semanticSegmentationv2,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:RIW/small-coco,RIW/small-coco,https://huggingface.co/datasets/RIW/small-coco,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:RIW/small-coco-wm,RIW/small-coco-wm,https://huggingface.co/datasets/RIW/small-coco-wm,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:ronantakizawa/sampleflip-midi,ronantakizawa/sampleflip-midi,https://huggingface.co/datasets/ronantakizawa/sampleflip-midi,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:RootCauseAnalytics/Insurance-Library-Sample,RootCauseAnalytics/Insurance-Library-Sample,https://huggingface.co/datasets/RootCauseAnalytics/Insurance-Library-Sample,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:ropedia-ai/xperience-10m-sample,ropedia-ai/xperience-10m-sample,https://huggingface.co/datasets/ropedia-ai/xperience-10m-sample,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Ryukijano/Pothole-detection-Yolov8,Ryukijano/Pothole-detection-Yolov8,https://huggingface.co/datasets/Ryukijano/Pothole-detection-Yolov8,P3,unknown,conversion_required,box_prompt_convertible,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:RyuNumchon/artery_yolo,RyuNumchon/artery_yolo,https://huggingface.co/datasets/RyuNumchon/artery_yolo,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:saadfrh/pv-semantic-segmentation,saadfrh/pv-semantic-segmentation,https://huggingface.co/datasets/saadfrh/pv-semantic-segmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Sam2021/Arguement_Mining_CL2017,Sam2021/Arguement_Mining_CL2017,https://huggingface.co/datasets/Sam2021/Arguement_Mining_CL2017,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:samaya-ai/FrontierFinance,samaya-ai/FrontierFinance,https://huggingface.co/datasets/samaya-ai/FrontierFinance,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Samip/func,Samip/func,https://huggingface.co/datasets/Samip/func,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:SamsungSDS-Research/Policy-on-the-Fly-Benchmark,SamsungSDS-Research/Policy-on-the-Fly-Benchmark,https://huggingface.co/datasets/SamsungSDS-Research/Policy-on-the-Fly-Benchmark,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:SamuelWu318/ts-satfire,SamuelWu318/ts-satfire,https://huggingface.co/datasets/SamuelWu318/ts-satfire,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:SDbiaseval/COCO_categories,SDbiaseval/COCO_categories,https://huggingface.co/datasets/SDbiaseval/COCO_categories,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:SergioSCA/Logistics_v2_yolov8,SergioSCA/Logistics_v2_yolov8,https://huggingface.co/datasets/SergioSCA/Logistics_v2_yolov8,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Shiveswarran/llm_instruction_code_manual_yolo_lc,Shiveswarran/llm_instruction_code_manual_yolo_lc,https://huggingface.co/datasets/Shiveswarran/llm_instruction_code_manual_yolo_lc,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:shpotes/ms_coco,shpotes/ms_coco,https://huggingface.co/datasets/shpotes/ms_coco,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:shunk031/cocostuff,shunk031/cocostuff,https://huggingface.co/datasets/shunk031/cocostuff,P3,unknown,coco_convertible,box_prompt_convertible,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:smartnanotubes/snt-fire-enose-sample,smartnanotubes/snt-fire-enose-sample,https://huggingface.co/datasets/smartnanotubes/snt-fire-enose-sample,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:stanford-cs336/owt-sample,stanford-cs336/owt-sample,https://huggingface.co/datasets/stanford-cs336/owt-sample,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:SYliuuuuuu/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,SYliuuuuuu/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,https://huggingface.co/datasets/SYliuuuuuu/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Textovic/lions-instance-segmentation,Textovic/lions-instance-segmentation,https://huggingface.co/datasets/Textovic/lions-instance-segmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:tferhan/morocco_satellite_buildings_semantic_segmentation_512_v2,tferhan/morocco_satellite_buildings_semantic_segmentation_512_v2,https://huggingface.co/datasets/tferhan/morocco_satellite_buildings_semantic_segmentation_512_v2,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:ThomasDenoirjean/Semantic_Segmentation_Graptolodiea,ThomasDenoirjean/Semantic_Segmentation_Graptolodiea,https://huggingface.co/datasets/ThomasDenoirjean/Semantic_Segmentation_Graptolodiea,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:tomrb/yolov8to_data,tomrb/yolov8to_data,https://huggingface.co/datasets/tomrb/yolov8to_data,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:tsakman23/visual_masked_distracting_metaworld_sam,tsakman23/visual_masked_distracting_metaworld_sam,https://huggingface.co/datasets/tsakman23/visual_masked_distracting_metaworld_sam,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:tsrobcvai/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,tsrobcvai/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,https://huggingface.co/datasets/tsrobcvai/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:tubasid/toy-car-annotation-YOLO,tubasid/toy-car-annotation-YOLO,https://huggingface.co/datasets/tubasid/toy-car-annotation-YOLO,P3,unknown,native_yolo,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:UmaDiffusion/ULTIMA-YOLO,UmaDiffusion/ULTIMA-YOLO,https://huggingface.co/datasets/UmaDiffusion/ULTIMA-YOLO,P3,unknown,conversion_required,box_prompt_convertible,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:varcoder/Semantic_Segmentation_CE,varcoder/Semantic_Segmentation_CE,https://huggingface.co/datasets/varcoder/Semantic_Segmentation_CE,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:winsnell5590/YOLOV7,winsnell5590/YOLOV7,https://huggingface.co/datasets/winsnell5590/YOLOV7,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:WuWenc/tiny_coco,WuWenc/tiny_coco,https://huggingface.co/datasets/WuWenc/tiny_coco,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:wwkiyyx/yolo,wwkiyyx/yolo,https://huggingface.co/datasets/wwkiyyx/yolo,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:xdeng77/coconut_instance_segmentation,xdeng77/coconut_instance_segmentation,https://huggingface.co/datasets/xdeng77/coconut_instance_segmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:xpertsystems/oil039-sample,xpertsystems/oil039-sample,https://huggingface.co/datasets/xpertsystems/oil039-sample,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Xuttt123/mannequin_hand_YOLOv8,Xuttt123/mannequin_hand_YOLOv8,https://huggingface.co/datasets/Xuttt123/mannequin_hand_YOLOv8,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:ybli/yolo-building-instance-segmentation,ybli/yolo-building-instance-segmentation,https://huggingface.co/datasets/ybli/yolo-building-instance-segmentation,P3,unknown,native_yolo,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:ybli/yolo-edible-fungi-disease-recognition-instance-segmentation,ybli/yolo-edible-fungi-disease-recognition-instance-segmentation,https://huggingface.co/datasets/ybli/yolo-edible-fungi-disease-recognition-instance-segmentation,P3,unknown,native_yolo,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:ybli/yolo-marine-organism-instance-segmentation,ybli/yolo-marine-organism-instance-segmentation,https://huggingface.co/datasets/ybli/yolo-marine-organism-instance-segmentation,P3,unknown,native_yolo,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:ybli/yolo-single-tree-segmentation-instance-segmentation,ybli/yolo-single-tree-segmentation-instance-segmentation,https://huggingface.co/datasets/ybli/yolo-single-tree-segmentation-instance-segmentation,P3,unknown,native_yolo,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:ybli/yolo-various-starfish-instance-segmentation,ybli/yolo-various-starfish-instance-segmentation,https://huggingface.co/datasets/ybli/yolo-various-starfish-instance-segmentation,P3,unknown,native_yolo,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:ydshieh/coco_dataset_script,ydshieh/coco_dataset_script,https://huggingface.co/datasets/ydshieh/coco_dataset_script,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:yerevann/coco-karpathy,yerevann/coco-karpathy,https://huggingface.co/datasets/yerevann/coco-karpathy,P3,unknown,coco_convertible,box_prompt_convertible,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:YOLOTOM/Qinshu,YOLOTOM/Qinshu,https://huggingface.co/datasets/YOLOTOM/Qinshu,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,huggingface:Zongrong/Satellite_semantic_segmentation,Zongrong/Satellite_semantic_segmentation,https://huggingface.co/datasets/Zongrong/Satellite_semantic_segmentation,P3,unknown,review_required,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,sa1b:1.0,Segment Anything 1 Billion Masks,https://ai.meta.com/datasets/segment-anything/,P3,research_only,not_suitable,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,sa-v:2023,Segment Anything Video Dataset,https://ai.meta.com/datasets/segment-anything-video/,P3,research_only,not_suitable,mask_ready,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,objects365:v2,Objects365 V2,https://www.objects365.org/overview.html,P3,research_only,conversion_required,box_prompt_convertible,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
backlog,treesatai:2024,TreeSatAI,https://github.com/SchultzB/TreeSatAI,P3,unknown,not_suitable,review_required,catalogued_not_downloaded,"license, upstream terms, personal data, task fit, checksum, storage budget"
